
010000', '010001 | Piaget, Jean | El lenguaje y el pensamiento en el niño | Buenos Aires | Guadalupe | 1983 | DESARROLLO DEL LENGUAJE' ;; 'DESARROLLO COGNOSCITIVO' ;; 'TECNICAS DIDACTICAS' ;; 'PSICOLOGIA EVOLUTIVA' ;; 'COMUNICACION VERBAL | 950-500-070-7
###
003573', '003764 | Lippai, Natalia | Un esfuerzo de producción | Buenos Aires | Ministerio de Educación. Argentina | 2011 | CIENCIAS SOCIALES' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'TRABAJO' ;; 'PROCESOS INDUSTRIALES' ;; 'TECNOLOGIA INDUSTRIAL | 978-950-00-0835-8
###
003575', '003767 | Thisted, Iván | Rutas argentinas | Buenos Aires | Ministerio de Educación. Argentina | 2011 | CIENCIAS SOCIALES' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'REGIONES GEOGRAFICAS' ;; 'GEOGRAFIA FISICA' ;; 'MINERIA | 978-950-00-0834-1
###
003581', '003779 | Aljanati, David | Un mundo perdido | Buenos Aires | Ministerio de Educación. Argentina | 2011 | CIENCIAS NATURALES' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PREHISTORIA' ;; 'ANIMALES' ;; 'DINOSAURIOS' ;; 'FOSILES | 978-950-00-0829-7
###
003579', '003766 | Aljanati, David | Un mundo inquieto | Buenos Aires | Ministerio de Educación. Argentina | 2011 | CIENCIAS NATURALES' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'TERREMOTOS' ;; 'GEOLOGIA' ;; 'TIERRA | 978-950-00-0828-0
###
003582', '003775 | Aljanati, David | Luces y sombras | Buenos Aires | Ministerio de Educación. Argentina | 2011 | CIENCIAS NATURALES' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'ASTRONOMIA' ;; 'CIENCIAS DE LA TIERRA' ;; 'TIERRA | 978-950-00-0831-0
###
003583', '003772 | Aljanati, David | Materiales del presente y del futuro | Buenos Aires | Ministerio de Educación. Argentina | 2011 | CIENCIAS NATURALES' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'TECNOLOGIA' ;; 'AGUA' ;; 'UTILIZACION DEL AGUA' ;; 'METALES' ;; 'AGUA SUBTERRANEA' ;; 'CONTAMINACION' ;; 'MATERIALES | 978-950-00-0831-0
###
003572', '003755 | Carabajal, Antonio | A gusto del consumidor | Buenos Aires | Ministerio de Educación. Argentina | 2010 | CIENCIAS SOCIALES' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'HISTORIA' ;; 'PUBLICIDAD' ;; 'ARTE PUBLICITARIO | 978-950-00-0802-0
###
003580', '003762 | Aljanati, David | Extraños mundos | Buenos Aires | Ministerio de Educación. Argentina | 2010 | CIENCIAS NATURALES' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'ASTRONOMIA | 978-950-00-0803-7
###
003578', '003769 | Aljanati, David | Ambientes del pasado y del presente | Buenos Aires | Ministerio de Educación. Argentina | 2010 | CIENCIAS NATURALES' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'CLIMA' ;; 'ZONAS CLIMATICAS' ;; 'BIODIVERSIDAD' ;; 'PROTECCION AMBIENTAL' ;; 'PROTECCION FORESTAL' ;; 'CLIMATOLOGIA | 978-950-00-0820-4
###
003596 | Borges, Jorge Luis | El oro de los tigres (1972) | Buenos Aires | Sudamericana | 2011 | LITERATURA JUVENIL' ;; 'BIOGRAFIAS' ;; 'LITERATURA FANTASTICA' ;; 'LITERATURA ARGENTINA | 978-950-07-3498-1
###
003734', '003736 |  | Conocer los saberes de nuestros alumnos | Buenos Aires | Ministerio de Educación, Ciencia y Tecnología | 2006 | ORIENTACION EDUCACIONAL' ;; 'PRUEBAS DE RENDIMIENTO' ;; 'ALUMNOS' ;; 'EVALUACION' ;; 'CIENCIAS SOCIALES' ;; 'MATEMATICAS' ;; 'LENGUAJE' ;; 'CIENCIAS NATURALES | 
###
003622 | Borges, Jorge Luis | La cifra(1981) | Buenos Aires | Sudamericana | 2011 | LITERATURA JUVENIL' ;; 'BIOGRAFIAS' ;; 'LITERATURA FANTASTICA' ;; 'LITERATURA ARGENTINA | 978-950-07-3538-4
###
003600 |  | Fernando Fader | Buenos Aires | Artes Gráficas Editorial Argentino | 2011 | BIOGRAFIAS' ;; 'ARTES PLASTICAS' ;; 'PINTURA' ;; 'ARTISTAS | 978-987-07-1378-4
###
003623 |  | Luis Fernando Benedit | Buenos Aires | Artes Gráficas Editorial Argentino | 2011 | BIOGRAFIAS' ;; 'ARTES PLASTICAS' ;; 'PINTURA' ;; 'ARTISTAS | 978-987-07-1379-1
###
003505 | Viel, Patricia | Gestión de la tutoría escolar | Buenos Aires | Centro de publicaciones educativas y material didactico | 2009 | TUTORIA' ;; 'RELACION PADRES-HIJOS' ;; 'RELACION ALUMNO-DOCENTE' ;; 'ENSENANZA SECUNDARIA' ;; 'ROL DEL DOCENTE' ;; 'ACTIVIDADES' ;; 'EDUCACION | 978-987-538-242-8
###
003498 | Satulovsky, Silvia | Tutorías: un modelo para armar y desarmar | Buenos Aires | Centro de publicaciones educativas y material didactico | 2009 | TUTORIA' ;; 'RELACION PADRES-HIJOS' ;; 'RELACION ALUMNO-DOCENTE' ;; 'ENSENANZA SECUNDARIA' ;; 'ROL DEL DOCENTE' ;; 'ACTIVIDADES' ;; 'EDUCACION' ;; 'FUNCION DEL DOCENTE (TUTOR)' ;; 'INTEGRACION EDUCATIVA' ;; 'ENTREVISTAS | 978-987-538-239-8
###
003497 | Steindl, Nora | Tutoría y prevención de situaciones de violencia | Buenos Aires | Centro de publicaciones educativas y material didactico | 2010 | TUTORIA' ;; 'ROL DEL DOCENTE' ;; 'VIOLENCIA ESCOLAR' ;; 'CONFLICTO' ;; 'INTERVENCION' ;; 'REUNIONES' ;; 'ENTREVISTAS' ;; 'MEDIACION' ;; 'MEDIADORES' ;; 'AGRESION' ;; 'CONFLICTO ESCOLAR | 978-987-538-253-4
###
003597', '003598 |  | Lecturas múltiples en salas de nivel inicial | Rawson | Ministerio de Educación del Chubut | 2011 | PROYECTOS' ;; 'PROYECTOS EDUCATIVOS' ;; 'LECTURA' ;; 'NIVEL INICIAL' ;; 'PROCESO DE LECTURA' ;; 'EXPERIENCIAS DE AULA' ;; 'BIBLIOTECA ESCOLAR' ;; 'PROYECTO CURRICULAR | 
###
003562', '003758 | Etchemendy, María Mercedes | Sobre las tablas | Buenos Aires | Ministerio de Educación. Argentina | 2011 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'MULTIPLICACION' ;; 'PROBLEMAS | 978-950-00-0844-0
###
003569', '003763 | Etchemendy, María Mercedes | Uno más, uno menos | Buenos Aires | Ministerio de Educación. Argentina | 2011 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PROBLEMAS' ;; 'SUMA' ;; 'RESTA | 978-950-00-0839-6
###
003566', '003778 | Etchemendy, María Mercedes | Parte, comparte, reparte | Buenos Aires | Ministerio de Educación. Argentina | 2011 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PROBLEMAS' ;; 'FRACCIONES | 978-950-00-0841-9
###
003564', '003765 | Etchemendy, María Mercedes | Relaciones múltiples | Buenos Aires | Ministerio de Educación. Argentina | 2011 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PROBLEMAS' ;; 'MULTIPLICACION' ;; 'DIVISION | 978-950-00-0843-3
###
003570', '003752 | Etchemendy, María Mercedes | Múltiples problemas | Buenos Aires | Ministerio de Educación. Argentina | 2011 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PROBLEMAS' ;; 'MULTIPLICACION' ;; 'DIVISION | 978-950-00-0842-6
###
003565', '003757 | Etchemendy, María Mercedes | Quién más , quién menos? | Buenos Aires | Ministerio de Educación. Argentina | 2011 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PROBLEMAS' ;; 'SUMA' ;; 'RESTA | 978-950-00-0845-7
###
003568', '003773 | Etchemendy, María Mercedes | Vamos por más | Buenos Aires | Ministerio de Educación. Argentina | 2011 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PROBLEMAS' ;; 'SUMA' ;; 'RESTA | 978-950-00-0846-4
###
003561', '003761 | Etchemendy, María Mercedes | Y los números ¿dónde están? | Buenos Aires | Ministerio de Educación. Argentina | 2011 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PROBLEMAS' ;; 'SUMA' ;; 'RESTA' ;; 'CONCEPTOS NUMERICOS | 978-950-00-0790-0
###
003563', '003768 | Etchemendy, María Mercedes | ¿Hay un lugar para los números? | Buenos Aires | Ministerio de Educación. Argentina | 2011 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PROBLEMAS' ;; 'CONCEPTOS NUMERICOS | 978-950-00-0791-7
###
003567', '003774 | Etchemendy, María Mercedes | Cifras a medida | Buenos Aires | Ministerio de Educación. Argentina | 2010 | MATEMATICAS' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'PROBLEMAS' ;; 'CONCEPTOS NUMERICOS | 978-950-00-0789-4
###
003556', '003771 | Alonso, Nuria | Letras sobre rieles | Buenos Aires | Ministerio de Educación. Argentina | 2011 | LENGUA' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'LITERATURA' ;; 'POESIA | 978-950-00-0840-2
###
003560', '003751 | Lobello, Silvia Graciela | Al son de las palabras | Buenos Aires | Ministerio de Educación. Argentina | 2011 | LENGUA' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'LITERATURA' ;; 'POESIA | 978-950-00-0793-1
###
003756', '003640 | Alonso, Nuria | Una que sepamos todos | Buenos Aires | Ministerio de Educación. Argentina | 2011 | LENGUA' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'LITERATURA' ;; 'POESIA' ;; 'MUSICA | 978-950-00-0838-9
###
003553', '003750 | Torres, Mirta | Grandes viajeros | Buenos Aires | Ministerio de Educación. Argentina | 2010 | LENGUA' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'LITERATURA' ;; 'VIAJES | 978-950-00-0799-3
###
003551', '003753 | Torres, Mirta | Grandes viajeros 1 | Buenos Aires | Ministerio de Educación. Argentina | 2010 | LENGUA' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'LITERATURA' ;; 'VIAJES' ;; 'HISTORIA | 978-950-00-0797-9
###
003552', '003760 | Torres, Mirta | Grandes viajeros 2 | Buenos Aires | Ministerio de Educación. Argentina | 2010 | LENGUA' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'LITERATURA' ;; 'VIAJES' ;; 'HISTORIA | 978-950-00-0797-9
###
003559', '003776 | Klinger, Analía | De terror | Buenos Aires | Ministerio de Educación. Argentina | 2011 | LENGUA' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'LITERATURA' ;; 'CUENTOS DE TERROR' ;; 'CUENTOS DE SUSPENSO | 978-950-00-0837-2
###
003558', '003770 | Ingenils, Silvina de | Palabras en acción | Buenos Aires | Ministerio de Educación. Argentina | 2011 | LENGUA' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'LITERATURA' ;; 'TEATRO' ;; 'DRAMA' ;; 'ARTES DRAMATICAS | 978-950-00-0836-5
###
003554', '003777 | Lobello, Silvia Graciela | El mundo de la magia | Buenos Aires | Ministerio de Educación. Argentina | 2010 | LENGUA' ;; 'MATERIAL DE APOYO' ;; 'ACTIVIDADES DE APRENDIZAJE' ;; 'ENSENANZA PRIMARIA' ;; 'LITERATURA' ;; 'HISTORIA | 978-950-00-0804-4
###
003507 |  | 1928- La gran victoria de Irigoyen | Buenos Aires | Artes Gráficas Editorial Argentino | 2011 | HISTORIA ARGENTINA' ;; 'HISTORIA POLITICA' ;; 'HISTORIA SOCIAL' ;; 'ORGANIZACION NACIONAL' ;; 'ANALISIS HISTORICO' ;; 'HISTORIA CONSTITUCIONAL' ;; 'UNION CIVICA RADICAL' ;; 'IRIGOYEN, HIPOLITO' ;; 'ELECCIONES' ;; 'PARTIDO SOCIALISTA ARGENTINO' ;; 'PARTIDOS POLITICOS ARGENTINOS' ;; 'PARTIDO CONSERVADOR' ;; 'PROCESOS POLITICOS | 978-987-07-03974-4
###
003546 |  | 1958- El pacto ganador de Frondizi | Buenos Aires | Artes Gráficas Editorial Argentino | 2011 | HISTORIA ARGENTINA' ;; 'HISTORIA POLITICA' ;; 'HISTORIA SOCIAL' ;; 'ORGANIZACION NACIONAL' ;; 'ANALISIS HISTORICO' ;; 'HISTORIA CONSTITUCIONAL' ;; 'UNION CIVICA RADICAL' ;; 'FRONDIZI, ARTURO( 1958-1962)' ;; 'ELECCIONES' ;; 'PARTIDO PERONISTA' ;; 'PARTIDOS POLITICOS ARGENTINOS' ;; 'UNION CIVICA RADICAL' ;; 'PROCESOS POLITICOS' ;; 'PARTIDO INTRANSIGENTE' ;; 'UNION CIVICA RADICAL INTRANSIGENTE' ;; 'PARTIDO DEMOCRATA CRISTIANO' ;; 'HISTORIA SINDICAL | 978-987-07-0396-2
###
003547 |  | 1963- Illia, un triunfo con pocos votos | Buenos Aires | Artes Gráficas Editorial Argentino | 2011 | HISTORIA ARGENTINA' ;; 'HISTORIA POLITICA' ;; 'HISTORIA SOCIAL' ;; 'ORGANIZACION NACIONAL' ;; 'ANALISIS HISTORICO' ;; 'HISTORIA CONSTITUCIONAL' ;; 'UNION CIVICA RADICAL' ;; 'FRONDIZI, ARTURO' ;; 'ELECCIONES' ;; 'PARTIDO PERONISTA' ;; 'PARTIDOS POLITICOS ARGENTINOS' ;; 'UNION CIVICA RADICAL DEL PUEBLO' ;; 'PROCESOS POLITICOS' ;; 'PARTIDO INTRANSIGENTE' ;; 'UNION CIVICA RADICAL INTRANSIGENTE' ;; 'PARTIDO DEMOCRATA CRISTIANO' ;; 'HISTORIA SINDICAL' ;; 'REPRESION' ;; 'ILLIA, ARTURO (1963-1966) | 978-987-07-0399-9
###
003548 |  | 1973- La vuelta de Perón | Buenos Aires | Artes Gráficas Editorial Argentino | 2011 | HISTORIA ARGENTINA' ;; 'HISTORIA POLITICA' ;; 'HISTORIA SOCIAL' ;; 'ORGANIZACION NACIONAL' ;; 'ANALISIS HISTORICO' ;; 'HISTORIA CONSTITUCIONAL' ;; 'UNION CIVICA RADICAL' ;; 'HISTORIA SINDICAL' ;; 'ELECCIONES' ;; 'PARTIDO PERONISTA' ;; 'PARTIDOS POLITICOS ARGENTINOS' ;; 'UNION CIVICA RADICAL' ;; 'PROCESOS POLITICOS | 978-987-07-0400-2
###
003649 | Isol | La bella Griselda | Mexico | Fondo de Cultura Económica | 2010 | LITERATURA' ;; 'LITERATURA INFANTIL' ;; 'LITERATURA DE ARGENTINA' ;; 'CUENTO INFANTIL | 978-607-16-0449-1
###
003599 |  | 1989- Menem, populismo y neoliberalismo | Buenos Aires | Artes Gráficas Editorial Argentino | 2011 | HISTORIA ARGENTINA' ;; 'HISTORIA POLITICA' ;; 'HISTORIA SOCIAL' ;; 'DUHALDE, EDUARDO' ;; 'ANALISIS HISTORICO' ;; 'HISTORIA CONSTITUCIONAL' ;; 'UNION CIVICA RADICAL' ;; 'MENEM, CARLOS SAUL (1989-1999)' ;; 'ELECCIONES' ;; 'PARTIDO PERONISTA' ;; 'PARTIDOS POLITICOS ARGENTINOS' ;; 'UNION CIVICA RADICAL' ;; 'PROCESOS POLITICOS' ;; 'ECONOMIA | 978-987-07-0402-6
###
003621 |  | 1995- Reforma y reelección | Buenos Aires | Artes Gráficas Editorial Argentino | 2011 | HISTORIA ARGENTINA' ;; 'HISTORIA POLITICA' ;; 'HISTORIA SOCIAL' ;; 'CONSTITUCION' ;; 'ANALISIS HISTORICO' ;; 'HISTORIA CONSTITUCIONAL' ;; 'UNION CIVICA RADICAL' ;; 'MENEM, CARLOS SAUL (1989-1999)' ;; 'ELECCIONES' ;; 'PARTIDO PERONISTA' ;; 'PARTIDOS POLITICOS ARGENTINOS' ;; 'CONVENCION CONSTITUYENTE' ;; 'PROCESOS POLITICOS' ;; 'ECONOMIA' ;; 'PARTIDO FRENTE DEL PAIS SOLIDARIO (FREPASO) | 978-987-07-0403-3
###
003655 | Lope de Vega Carpio, Félix | Fuenteovejuna | Buenos Aires | Kapelusz | 1966 | LITERATURA ESPANOLA' ;; 'LITERATURA' ;; 'TEATRO' ;; 'COMEDIA EN VERSO' ;; 'CRONICAS' ;; 'BIOGRAFIA | 
###
003638', '003654 | Cané, Miguel | Juvenilia | Buenos Aires | Centro editor de América Latina | 1967 | NOVELAS' ;; 'NOVELAS AUTOBIOGRAFICAS' ;; 'GENERACION DEL OCHENTA' ;; 'LITERATURA JUVENIL' ;; 'LITERATURA ARGENTINA' ;; 'CUENTOS | 
###
003639 | Gálvez, Manuel | Nacha Regules | Buenos Aires | Centro editor de América Latina | 1967 | NOVELAS' ;; 'LITERATURA ARGENTINA' ;; 'GENERACION DEL OCHENTA' ;; 'LITERATURA JUVENIL | 
###
002228 | Ferreyra, Horacio Ademar | Teorias y enfoques psicoeducativos del aprendizaje | Buenos Aires | Centro de publicaciones educativas y material didactico | 2007 | PRACTICA DOCENTE' ;; 'PSICOPEDAGOGIA' ;; 'APRENDIZAJE' ;; 'TEORIA DE LA EDUCACION | 978-987-538-190-2
###
001619 | Ferreiro, Emilia | Alfabetizaciòn: teoría y práctica | Buenos Aires  | Siglo XXI Editores | 2004 | ALFABETIZACION' ;; 'EDUCACION PREESCOLAR' ;; 'FRACASO ESCOLAR' ;; 'ENSENANZA DE LA ESCRITURA' ;; 'PROCESO DE LECTURA' ;; 'ENSENANZA DE LA LECTURA' ;; 'LENGUAS INDIGENAS | 968-23-2057-7
###
003657 | Borges, Jorge Luis | Prólogos, con un prólogo de prólogos(1975) | Buenos Aires | Sudamericana | 2011 | LITERATURA JUVENIL' ;; 'BIOGRAFIAS' ;; 'LITERATURA FANTASTICA' ;; 'LITERATURA ARGENTINA | 978-950-07-3539-1
###
003656 | Olguín, Sergio S. | Cómo cocinar un plato volador | Buenos Aires | Grupo Editorial Norma | 2011 | LITERATURA FANTASTICA' ;; 'LITERATURA ARGENTINA' ;; 'NOVELAS' ;; 'NOVELAS DE HUMOR' ;; 'NOVELAS DE AVENTURAS' ;; 'LITERATURA INFANTIL | 978-987-545-263-3
###
003659 | Birmajer, Marcelo | El alma al diablo  | Barcelona  | Grupo Editorial Norma | 2008 | LITERATURA DE ARGENTINA' ;; 'LIBROS PARA NINOS' ;; 'LITERATURA INFANTIL' ;; 'ADOLESCENTES' ;; 'NOVELA POLICIAL' ;; 'LITERATURA JUVENIL | 958-04-4385-8
###
003660 |  | Matemática 1 ES | Buenos Aires | Estrada | 2010 | MATEMATICAS' ;; 'FUNCIONES' ;; 'LIBROS DE TEXTO' ;; 'NUMERACION' ;; 'ECUACIONES' ;; 'AREA' ;; 'ALGEBRA' ;; 'GEOMETRIA' ;; 'CALCULO' ;; 'MULTIPLOS' ;; 'DIVISORES | 978-950-01-1144-7
###
003637 | Banchs, Enrique | El cascabel del halcón  | Buenos Aires  | Centro Editor de América Latina | 1968 | LITERATURA DE ARGENTINA' ;; 'POESIA' ;; 'COSTUMBRES' ;; 'LITERATURA POPULAR' ;; 'INFLUENCIA CLASICA' ;; 'ROMANCES' ;; 'TRADICIONES | 
###
002968 | Lobato, Mirta Lobato | Historia de las trabajadoras en la Argentina ( 1869-1960) | Buenos Aires | Edhasa | 2007 | ENSAYO HISTORICO' ;; 'HISTORIA' ;; 'HISTORIA SOCIAL' ;; 'TRABAJO' ;; 'ORGANIZACIONES FEMENINAS' ;; 'TRABAJADORAS' ;; 'ROL DE LA MUJER' ;; 'MUJERES | 978-950-9009-89-9
###
003079 | Payró, Roberto J | Violines y toneles  | Buenos Aires  | Centro Editor de América Latina | 1968 | REALISMO' ;; 'LITERATURA DE ARGENTINA' ;; 'LITERATURA CONTEMPORANEA' ;; 'HUMOR' ;; 'CUENTOS' ;; 'NARRATIVA | 
###
003653 |  | La literatura virreinal  | Buenos Aires  | Centro Editor de América Latina | 1967 | LITERATURA DE ARGENTINA' ;; 'LITERATURA DE ESPANA' ;; 'PERIODO HISPANICO' ;; 'ANTOLOGIAS' ;; 'VIRREINATO DEL RIO DE LA PLATA' ;; 'HISTORIA DE ARGENTINA' ;; 'POESIA NARRATIVA' ;; 'RELATOS HISTORICOS' ;; 'POESIA HISTORICA | 
###
003641 | Nalé Roxlo, Conrado | La cola de la sirena  | Buenos Aires  | Centro editor de América Latina | 1968 | LITERATURA' ;; 'TEATRO' ;; 'LITERATURA ARGENTINA | 
###
003625 | Lynch, Benito | Los caranchos de la Florida  | Buenos Aires | Centro editor de América Latina | 1958 | LITERATURA DE ARGENTINA' ;; 'PAMPAS' ;; 'LITERATURA FOLKLORICA' ;; 'ESCRITORES' ;; 'NOVELAS' ;; 'REALISMO' ;; 'COSTUMBRES' ;; 'TRADICIONES | 
###
003704', '003695 | Pérez Sabbi, Mercedes | Manuela en el umbral | Buenos Aires  | Edelvives | 2011 | LITERATURA' ;; 'LITERATURA ARGENTINA' ;; 'LITERATURA INFANTIL' ;; 'LITERATURA JUVENIL' ;; 'NOVELA' ;; 'LITERATURA CONTEMPORANEA | 978-987-642-112-6
###
003645 | Viñas, David | Un Dios cotidiano | Buenos Aires  | Centro Editor de América Latina | 1968 | LITERATURA DE ARGENTINA' ;; 'NOVELAS' ;; 'SIGLO VEINTE | 
###
003668 | Borges, Jorge Luis | Textos cautivos(1986) | Buenos Aires | Sudamericana | 2011 | LITERATURA JUVENIL' ;; 'BIOGRAFIAS' ;; 'LITERATURA FANTASTICA' ;; 'LITERATURA ARGENTINA | 978-950-07-3541
###
003624 | Cambaceres, Eugenio | Sin rumbo  | Buenos Aires  | Centro Editor de América Latina | 1967 | LITERATURA DE ARGENTINA' ;; 'NOVELAS' ;; 'GENERACION DE 1880' ;; 'NATURALISMO' ;; 'NOVELA SOCIAL | 
###
003646 |  | La crítica moderna  | Buenos Aires  | Centro Editor de América Latina | 1968. |  | 
###
003650 |  | Los escritores de Boedo | Buenos Aires  | Centro Editor de América Latina | 1968 | LITERATURA DE ARGENTINA' ;; 'LITERATURA CONTEMPORANEA' ;; 'ANTOLOGIAS' ;; 'ESTILO LITERARIO' ;; 'REALISMO' ;; 'ESCRITORES' ;; 'CORRIENTES LITERARIAS | 
###
003634 | Güiraldes, Ricardo | Raucho | Buenos Aires  | Centro Editor de América Latina | 1968 | LITERATURA DE ARGENTINA' ;; 'NOVELAS' ;; 'BIOGRAFIAS' ;; 'VANGUARDIAS LITERARIAS' ;; 'RECURSOS LITERARIOS | 
###
003652 | Arlt, Roberto | El juguete rabioso | Buenos Aires  | Centro Editor de América Latina | 1968 | LITERATURA DE ARGENTINA' ;; 'NOVELA CONTEMPORANEA' ;; 'NOVELA REALISTA | 
###
003647 |  | Los fundadores  | Buenos Aires  | Centro Editor de América Latina | 1967 | LITERATURA DE ARGENTINA' ;; 'LITERATURA DE ESPANA' ;; 'ANTOLOGIAS' ;; 'PERIODO HISPANICO' ;; 'HISTORIA DE ARGENTINA' ;; 'CONQUISTA DEL RIO DE LA PLATA' ;; 'CRONICA DE INDIAS' ;; 'RELATOS HISTORICOS | 
###
003632 |  | Los nuevos | Buenos Aires  | Centro Editor de América Latina | 1968 | LITERATURA' ;; 'ANTOLOGIA' ;; 'CUENTOS' ;; 'POESIA | 
###
003644 |  | La lira argentina  | Buenos Aires | Centro Editor de América Latina | 1967 | LITERATURA DE ARGENTINA' ;; 'POESIA' ;; 'ANTOLOGIAS' ;; 'INDEPENDENCIA DE ARGENTINA' ;; 'HIMNO NACIONAL ARGENTINO' ;; 'REVOLUCION DE MAYO' ;; 'POESIA PATRIOTICA' ;; 'POESIA HISTORICA | 
###
003631 | Fernández, Macedonio | Macedonio Fernández  | Buenos Aires  | Centro Editor de América Latina | 1968 | LITERATURA DE ARGENTINA' ;; 'LITERATURA CONTEMPORANEA' ;; 'TEORIA LITERARIA' ;; 'HUMOR' ;; 'ANTOLOGIAS' ;; 'NARRATIVA' ;; 'VANGUARDIAS LITERARIAS | 
###
003630 | Sánchez, Florencio. | En familia  | Buenos Aires  | Centro Editor de América Latina | 1968 | LITERATURA DE ARGENTINA' ;; 'TEATRO POPULAR' ;; 'INMIGRACION' ;; 'TEATRO | 
###
003675 | Vaccarini, Franco | Algo que domina el mundo | Buenos Aires | Grupo Editorial Norma | 2009 | LITERATURA' ;; 'LITERATURA ARGENTINA' ;; 'NOVELA' ;; 'LITERATURA JUVENIL | 978-987-545-546-7
###
003682 | Comino, Sandra | El pueblo de mala muerte | Córdoba | Comunic-arte Editorial | 2006 | CUENTOS' ;; 'CUENTO INFANTIL' ;; 'LITERATURA' ;; 'LITERATURA ARGENTINA | 978-987-602-004-6
###
003701 | Andruetto, María Teresa | Trenes | Buenos Aires  | Alfaguara | 2007 | NARRACION' ;; 'LITERATURA' ;; 'LITERATURA DE ARGENTINA' ;; 'LITERATURA JUVENIL | 978-987-04-0802-4
###
003687 | Borges, Jorge Luis | Textos cautivos(1986) | Buenos Aires | Sudamericana | 2011 | LITERATURA JUVENIL' ;; 'BIOGRAFIAS' ;; 'LITERATURA FANTASTICA' ;; 'LITERATURA ARGENTINA | 978-950-07-3541-7
###
003688 | Borges, Jorge Luis | Biblioteca personal | Buenos Aires | Sudamericana | 2011 | LITERATURA JUVENIL' ;; 'BIOGRAFIAS' ;; 'LITERATURA FANTASTICA' ;; 'LITERATURA ARGENTINA | 978-950-07-3542-1
###
